	PRESF	PASTF	LEMMAF	 REG	NULL	X->{	X->$t	5->u	g5->wEnt
$kIstr1t->$-kI-str1-tId	1	6	41	1	0	0	0	0	0
sk{nd@l2z->sk{n-d@-l2zd	2	6	39	1	0	0	0	0	0
tElIv2z->tE-lI-v2zd	1	6	39	1	0	0	0	0	0
Insl1v->In-sl1vd	1	6	38	1	0	0	0	0	0
l5n->l5nd	335	6	662	1	0	0	0	0	0
p{n@l->p{-n@ld	351	6	488	1	0	0	0	0	0
p3pItr1t->p3-pI-tr1-tId	1	6	38	1	0	0	0	0	0
sw1D->sw1Dd	1	6	38	1	0	0	0	0	0
@frVnt->@-frVn-tId	44	6	81	1	0	0	0	0	0
5v@sImplIf2->5-v@-sIm-plI-f2d	1	6	37	1	0	0	0	0	0
@kl1m->@-kl1md	36	6	71	1	0	0	0	0	0
flut->flu-tId	44	6	91	1	0	0	0	0	0
sEgmEnt->sEg-mEn-tId	61	6	165	1	0	0	0	0	0
@brivI1t->@-bri-vI-1-tId	1	6	35	1	0	0	0	0	0
k6J->k6Jt	162	6	206	1	0	0	0	0	0
InmES->In-mESt	1	6	35	1	0	0	0	0	0
sp2k->sp2kt	35	6	149	1	0	0	0	0	0
dEnt->dEn-tId	15	6	60	1	0	0	0	0	0
m{Ng@l->m{N-g@ld	8	6	46	1	0	0	0	0	0
mIsl1->mIs-l1d	1	6	34	1	0	0	0	0	0
p@fjum->p@-fjumd	117	6	178	1	0	0	0	0	0
wEst@n2z->wE-st@-n2zd	0	6	33	1	0	0	0	0	0
p{sJ@r2z->p{s-J@-r2zd	0	6	32	1	0	0	0	0	0
vIktIm2z->vIk-tI-m2zd	0	6	32	1	0	0	0	0	0
kjub->kjubd	84	6	190	1	0	0	0	0	0
sIluEt->sI-lu-E-tId	46	6	96	1	0	0	0	0	0
dIs$d3->dIs-$-d3d	175	6	266	1	0	0	0	0	0
mET@l1t->mE-T@-l1-tId	0	6	30	1	0	0	0	0	0
m5t@r2z->m5-t@-r2zd	0	6	30	1	0	0	0	0	0
Imp{kt->Im-p{k-tId	746	6	773	1	0	0	0	0	0
h3t@l->h3-t@ld	83	5	407	1	0	0	0	0	0
k@nf$m->k@n-f$md	33	5	210	1	0	0	0	0	0
rQt->rQ-tId	88	5	278	1	0	0	0	0	0
s5->s5d	12	5	201	1	0	0	0	0	0
p{nt->p{n-tId	6	5	180	1	0	0	0	0	0
mIlk->mIlkt	1811	5	1966	1	0	0	0	0	0
sl5p->sl5pt	330	5	607	1	0	0	0	0	0
m1t->m1-tId	253	5	540	1	0	0	0	0	0
f@sIlIt1t->f@-sI-lI-t1-tId	18	5	126	1	0	0	0	0	0
k{S->k{St	918	5	1020	1	0	0	0	0	0
SIm3->SI-m3d	25	5	139	1	0	0	0	0	0
stEdI->stE-dId	654	5	761	1	0	0	0	0	0
b{t->b{-tId	162	5	371	1	0	0	0	0	0
bVg->bVgd	42	5	199	1	0	0	0	0	0
k@mpl2->k@m-pl2d	19	5	112	1	0	0	0	0	0
v2br1t->v2-br1-tId	9	5	110	1	0	0	0	0	0
s1fgQrd->s1f-gQr-dId	42	5	185	1	0	0	0	0	0
k$t->k$-tId	2240	5	2744	1	0	0	0	0	0
r1dI1t->r1-dI-1-tId	7	5	105	1	0	0	0	0	0
dIsQrm->dIs-Qrmd	10	5	100	1	0	0	0	0	0
rik@nstrVkt->ri-k@n-strVk-tId	13	5	98	1	0	0	0	0	0
wu->wud	11	5	94	1	0	0	0	0	0
k@l2d->k@-l2-dId	8	5	93	1	0	0	0	0	0
kr1v->kr1vd	9	5	90	1	0	0	0	0	0
mQd@n2z->mQ-d@-n2zd	9	5	90	1	0	0	0	0	0
frEt->frE-tId	12	5	93	1	0	0	0	0	0
skw3m->skw3md	6	5	89	1	0	0	0	0	0
hInd3->hIn-d3d	11	5	86	1	0	0	0	0	0
mVnJ->mVnJt	4	5	85	1	0	0	0	0	0
5v@fl5->5-v@-fl5d	16	5	98	1	0	0	0	0	0
sip->sipt	5	5	85	1	0	0	0	0	0
st2l->st2ld	1550	5	1961	1	0	0	0	0	0
wImp3->wIm-p3d	44	5	132	1	0	0	0	0	0
dIs3n->dI-s3nd	13	5	84	1	0	0	0	0	0
dQ_->dQ_d	17	5	98	1	0	0	0	0	0
glInt->glIn-tId	52	5	137	1	0	0	0	0	0
mImIk->mI-mIkt	36	5	116	1	0	0	0	0	0
prIklud->prI-klu-dId	9	5	82	1	0	0	0	0	0
r{S@n@l2z->r{-S@n-@-l2zd	9	5	81	1	0	0	0	0	0
st1b@l2z->st1-b@-l2zd	8	5	81	1	0	0	0	0	0
Ir1z->I-r1zd	10	5	79	1	0	0	0	0	0
skwil->skwild	22	5	110	1	0	0	0	0	0
k@mEnd->k@-mEn-dId	10	5	78	1	0	0	0	0	0
Inf3r->In-f3d	10	5	78	1	0	0	0	0	0
l2t@n->l2-t@nd	8	5	78	1	0	0	0	0	0
t1l->t1ld	553	5	717	1	0	0	0	0	0
tIk@l->tI-k@ld	7	5	79	1	0	0	0	0	0
k@nsp23->k@n-sp2-3d	3	5	74	1	0	0	0	0	0
twINk@l->twIN-k@ld	17	5	88	1	0	0	0	0	0
{s@t1n->{-s@-t1nd	11	5	72	1	0	0	0	0	0
Vnn3v->Vn-n3vd	1	5	72	1	0	0	0	0	0
rVmI_->rV-mI_d	12	5	79	1	0	0	0	0	0
@piz->@-pizd	10	5	70	1	0	0	0	0	0
krim->krimd	560	5	645	1	0	0	0	0	0
dIsp1r->dI-sp1rd	494	5	559	1	0	0	0	0	0
@n4nt->@-n4n-tId	3	5	69	1	0	0	0	0	0
w{g->w{gd	11	5	79	1	0	0	0	0	0
k@nd5n->k@n-d5nd	8	5	68	1	0	0	0	0	0
b{S->b{St	12	5	77	1	0	0	0	0	0
_ir->_ird	8	5	84	1	0	0	0	0	0
skVt@l->skV-t@ld	19	5	83	1	0	0	0	0	0
d2v3sIf2->d2-v3-sI-f2d	8	5	66	1	0	0	0	0	0
fl1k->fl1kt	43	5	190	1	0	0	0	0	0
fl3t->fl3-tId	13	5	76	1	0	0	0	0	0
@bstrVkt->@b-strVk-tId	6	5	66	1	0	0	0	0	0
kVd@l->kV-d@ld	10	5	74	1	0	0	0	0	0
hQrb3->hQr-b3d	377	5	483	1	0	0	0	0	0
sp{n->sp{nd	115	5	186	1	0	0	0	0	0
m{p->m{pt	547	5	785	1	0	0	0	0	0
s3vIs->s3-vIst	3204	5	4924	1	0	0	0	0	0
sEns3->sEn-s3d	26	5	100	1	0	0	0	0	0
mErIt->mE-rI-tId	180	5	346	1	0	0	0	0	0
plQd->plQ-dId	4	5	63	1	0	0	0	0	0
t{g->t{gd	87	5	187	1	0	0	0	0	0
l{g->l{gd	44	5	107	1	0	0	0	0	0
br6n->br6nd	1479	5	1574	1	0	0	0	0	0
dIslQ_->dIs-lQ_d	7	5	61	1	0	0	0	0	0
ri$g@n2z->ri-$-g@-n2zd	6	5	61	1	0	0	0	0	0
k{pIt@l2z->k{-pI-t@-l2zd	7	5	60	1	0	0	0	0	0
ri5p@n->ri-5-p@nd	6	5	60	1	0	0	0	0	0
wEl->wEld	24382	5	29318	1	0	0	0	0	0
bElJ->bElJt	12	5	73	1	0	0	0	0	0
bVk->bVkt	42	5	229	1	0	0	0	0	0
dIstrVst->dIs-trV-stId	69	5	122	1	0	0	0	0	0
p3r->p3d	16	5	74	1	0	0	0	0	0
skId->skI-dId	29	5	99	1	0	0	0	0	0
Igzjud->Ig-zju-dId	3	5	58	1	0	0	0	0	0
sniz->snizd	11	5	70	1	0	0	0	0	0
t4l->t4ld	54	5	110	1	0	0	0	0	0
tw3l->tw3ld	5	5	63	1	0	0	0	0	0
wQr@nt->wQ-r@n-tId	92	5	152	1	0	0	0	0	0
{Ng@l->{N-g@ld	415	5	623	1	0	0	0	0	0
sImEnt->sI-mEn-tId	201	5	252	1	0	0	0	0	0
nEs@l->nE-s@ld	2	5	57	1	0	0	0	0	0
sIkrit->sI-kri-tId	5	5	57	1	0	0	0	0	0
skwQnd3->skwQn-d3d	4	5	57	1	0	0	0	0	0
blQs@m->blQ-s@md	55	5	179	1	0	0	0	0	0
bVst->bV-stId	89	5	170	1	0	0	0	0	0
bIzI->bI-zId	1017	5	1097	1	0	0	0	0	0
kl{N->kl{Nd	24	5	79	1	0	0	0	0	0
hut->hu-tId	18	5	85	1	0	0	0	0	0
6tl$->6t-l$d	12	5	69	1	0	0	0	0	0
st5->st5d	7	5	56	1	0	0	0	0	0
s@p{s->s@-p{st	4	5	56	1	0	0	0	0	0
l@mEnt->l@-mEn-tId	25	5	78	1	0	0	0	0	0
Iksp6nd->Ik-sp6n-dId	4	5	54	1	0	0	0	0	0
midI1t->mi-dI-1-tId	5	5	54	1	0	0	0	0	0
rItr{kt->rI-tr{k-tId	6	5	54	1	0	0	0	0	0
f6l->f6ld	175	5	235	1	0	0	0	0	0
n$sI1t->n$-sI-1-tId	1	5	53	1	0	0	0	0	0
p3mI1t->p3-mI-1-tId	3	5	53	1	0	0	0	0	0
pItI->pI-tId	518	5	568	1	0	0	0	0	0
kQrt->kQr-tId	146	5	242	1	0	0	0	0	0
rIpjudI1t->rI-pju-dI-1-tId	4	5	52	1	0	0	0	0	0
pEg->pEgd	81	5	182	1	0	0	0	0	0
tr{nspl{nt->tr{ns-pl{n-tId	53	5	120	1	0	0	0	0	0
rIs3J->rI-s3Jt	2161	5	2254	1	0	0	0	0	0
dElIg1t->dE-lI-g1-tId	79	5	337	1	0	0	0	0	0
m1m->m1md	3	5	48	1	0	0	0	0	0
plVmp->plVmpt	225	5	279	1	0	0	0	0	0
trIk->trIkt	348	5	574	1	0	0	0	0	0
w{ft->w{f-tId	5	5	53	1	0	0	0	0	0
j{Nk->j{Nkt	6	5	51	1	0	0	0	0	0
bIl->bIld	970	5	1400	1	0	0	0	0	0
sp$t->sp$-tId	573	5	764	1	0	0	0	0	0
Eksh1l->Eks-h1ld	3	5	46	1	0	0	0	0	0
lis->list	71	5	135	1	0	0	0	0	0
pik->pikt	10	5	54	1	0	0	0	0	0
@l2n->@-l2nd	3	5	44	1	0	0	0	0	0
dVl->dVld	580	5	654	1	0	0	0	0	0
lus->lust	748	5	815	1	0	0	0	0	0
d{b@l->d{-b@ld	3	5	43	1	0	0	0	0	0
dIb1s->dI-b1st	3	5	43	1	0	0	0	0	0
t{k->t{kt	40	5	92	1	0	0	0	0	0
@b1t->@-b1-tId	2	5	42	1	0	0	0	0	0
IntQksIk1t->In-tQk-sI-k1-tId	0	5	42	1	0	0	0	0	0
SVnt->SVn-tId	1	5	42	1	0	0	0	0	0
slQt->slQ-tId	80	5	144	1	0	0	0	0	0
w1k@n->w1-k@nd	3	5	42	1	0	0	0	0	0
kVf->kVft	66	5	152	1	0	0	0	0	0
d2l1t->d2-l1-tId	1	5	41	1	0	0	0	0	0
kInd@l->kIn-d@ld	1	5	41	1	0	0	0	0	0
m{d@n->m{-d@nd	3	5	41	1	0	0	0	0	0
6st->6-stId	2	5	41	1	0	0	0	0	0
trEb@l->trE-b@ld	50	5	92	1	0	0	0	0	0
dIsm6nt->dIs-m6n-tId	4	5	40	1	0	0	0	0	0
p{mp3->p{m-p3d	2	5	40	1	0	0	0	0	0
@m{s->@-m{st	2	5	39	1	0	0	0	0	0
k@rQb@r1t->k@-rQ-b@-r1-tId	2	5	39	1	0	0	0	0	0
lVmp->lVmpt	229	5	378	1	0	0	0	0	0
m$gI_->m$-gI_d	312	5	435	1	0	0	0	0	0
rIk4l->rI-k4ld	9	5	46	1	0	0	0	0	0
rEz@rEkt->rE-z@-rEk-tId	2	5	39	1	0	0	0	0	0
s3m2z->s3-m2zd	15	5	53	1	0	0	0	0	0
VnzIp->Vn-zIpt	2	5	39	1	0	0	0	0	0
blVnt->blVn-tId	106	5	146	1	0	0	0	0	0
dIfEkt->dI-fEk-tId	74	5	241	1	0	0	0	0	0
glin->glind	2	5	38	1	0	0	0	0	0
IrIg1t->I-rI-g1-tId	3	5	38	1	0	0	0	0	0
s@b$dIn1t->s@-b$-dI-n1-tId	133	5	214	1	0	0	0	0	0
dIsb{nd->dIs-b{n-dId	2	5	37	1	0	0	0	0	0
IklIps->I-klIpst	46	5	86	1	0	0	0	0	0
Int3n->In-t3nd	5	5	43	1	0	0	0	0	0
snVf->snVft	26	5	63	1	0	0	0	0	0
dIskwQlIf2->dIs-kwQ-lI-f2d	2	5	36	1	0	0	0	0	0
h6nd->h6n-dId	35	5	165	1	0	0	0	0	0
InfEst->In-fE-stId	2	5	36	1	0	0	0	0	0
sl6J->sl6Jt	9	5	44	1	0	0	0	0	0
@dmQnIS->@d-mQ-nISt	1	5	35	1	0	0	0	0	0
h5l->h5ld	1015	5	1678	1	0	0	0	0	0
mQlIf2->mQ-lI-f2d	2	5	35	1	0	0	0	0	0
pEns@l->pEn-s@ld	278	5	367	1	0	0	0	0	0
pl{t->pl{-tId	24	5	75	1	0	0	0	0	0
pQpjUl@r2z->pQ-pjU-l@-r2zd	2	5	35	1	0	0	0	0	0
@kQst->@-kQ-stId	2	5	34	1	0	0	0	0	0
{mpjUt1t->{m-pjU-t1-tId	2	5	34	1	0	0	0	0	0
sl3r->sl3d	13	5	51	1	0	0	0	0	0
smV_->smV_d	24	5	64	1	0	0	0	0	0
bl2t->bl2-tId	60	5	94	1	0	0	0	0	0
dEk->dEkt	338	5	398	1	0	0	0	0	0
dQn->dQnd	0	5	104	1	0	0	0	0	0
hEm->hEmd	45	5	89	1	0	0	0	0	0
@tEst->@-tE-stId	3	5	32	1	0	0	0	0	0
Intw2n->In-tw2nd	1	5	32	1	0	0	0	0	0
t6z@l->t6-z@ld	1	5	32	1	0	0	0	0	0
bIkwiD->bI-kwiDd	1	5	31	1	0	0	0	0	0
f6nd3->f6n-d3d	132	5	222	1	0	0	0	0	0
mQdjUl1t->mQ-djU-l1-tId	1	5	31	1	0	0	0	0	0
sVbdIv2d->sVb-dI-v2-dId	1	5	31	1	0	0	0	0	0
dQk->dQkt	188	5	347	1	0	0	0	0	0
mIs_V_->mIs-_V_d	1	5	30	1	0	0	0	0	0
n{Jr@l2z->n{-Jr@-l2zd	1	5	30	1	0	0	0	0	0
5v@r$->5-v@-r$d	1	5	30	1	0	0	0	0	0
rIm{nd->rI-m{n-dId	142	5	172	1	0	0	0	0	0
sp3t->sp3-tId	38	5	107	1	0	0	0	0	0
v{NkwIS->v{N-kwISt	1	5	30	1	0	0	0	0	0
w{k->w{kt	10	5	39	1	0	0	0	0	0
pridIt3mIn->pri-dI-t3-mInd	1	5	29	1	0	0	0	0	0
fEstun->fE-stund	0	5	36	1	0	0	0	0	0
gVm->gVmd	92	5	182	1	0	0	0	0	0
lQg->lQgd	134	5	234	1	0	0	0	0	0
@k1Z@n->@-k1-Z@nd	1139	5	1905	1	0	0	0	0	0
pip@l->pi-p@ld	26215	5	26571	1	0	0	0	0	0
s2d->s2-dId	6943	5	8171	1	0	0	0	0	0
tr{nsfIks->tr{ns-fIkst	0	5	28	1	0	0	0	0	0
{ksEnt->{k-sEn-tId	458	5	571	1	0	0	0	0	0
bid->bi-dId	33	5	224	1	0	0	0	0	0
blIts->blItst	65	5	92	1	0	0	0	0	0
k3t@n->k3-t@nd	346	5	811	1	0	0	0	0	0
m@l2n->m@-l2nd	14	5	40	1	0	0	0	0	0
m@run->m@-rund	48	5	74	1	0	0	0	0	0
mQrt3->mQr-t3d	56	5	136	1	0	0	0	0	0
nIkn1m->nIk-n1md	66	5	103	1	0	0	0	0	0
Vnd@p1->Vn-d@-p1d	0	5	26	1	0	0	0	0	0
vQrnIS->vQr-nISt	28	5	56	1	0	0	0	0	0
bIlig3->bI-li-g3d	0	5	25	1	0	0	0	0	0
s3k@mskr2b->s3-k@m-skr2bd	0	5	25	1	0	0	0	0	0
k@lEktIv2z->k@-lEk-tI-v2zd	0	5	25	1	0	0	0	0	0
Im1SI1t->I-m1-SI-1-tId	0	5	25	1	0	0	0	0	0
ImbQs->Im-bQst	0	5	25	1	0	0	0	0	0
slu->slud	6	5	23	1	0	0	0	0	0
sEk@nd->sE-k@n-dId	6089	5	6856	1	0	0	0	0	0
w1k->w1kt	277	4	1370	1	0	0	0	0	0
s{nwI_->s{n-wI_d	191	4	438	1	0	0	0	0	0
Tr2v->Tr2vd	26	4	213	1	0	0	0	0	0
SQp->SQpt	1525	4	2427	1	0	0	0	0	0
rIk3r->rI-k3d	9	4	119	1	0	0	0	0	0
s2k@l->s2-k@ld	456	4	668	1	0	0	0	0	0
k5J->k5Jt	500	4	718	1	0	0	0	0	0
mIl->mIld	182	4	376	1	0	0	0	0	0
k6ns@l->k6n-s@ld	186	4	294	1	0	0	0	0	0
pEk->pEkt	26	4	116	1	0	0	0	0	0
gQsIp->gQ-sIpt	248	4	342	1	0	0	0	0	0
k3b->k3bd	14	4	105	1	0	0	0	0	0
stQrr->stQrd	952	4	1898	1	0	0	0	0	0
rIt{lI1t->rI-t{-lI-1-tId	15	4	92	1	0	0	0	0	0
pr6l->pr6ld	15	4	100	1	0	0	0	0	0
sVf@k1t->sV-f@-k1-tId	3	4	88	1	0	0	0	0	0
InkVmp@s->In-kVm-p@st	7	4	86	1	0	0	0	0	0
@b6nd->@-b6n-dId	10	4	84	1	0	0	0	0	0
f{t@n->f{-t@nd	6	4	84	1	0	0	0	0	0
lVnJ->lVnJt	1389	4	1543	1	0	0	0	0	0
flVkJU1t->flVk-JU-1-tId	3	4	82	1	0	0	0	0	0
rIz2d->rI-z2-dId	7	4	82	1	0	0	0	0	0
rIlINkwIS->rI-lIN-kwISt	10	4	81	1	0	0	0	0	0
kw$t3->kw$-t3d	925	4	1166	1	0	0	0	0	0
dEf@n->dE-f@nd	0	4	78	1	0	0	0	0	0
r{S@n->r{-S@nd	95	4	179	1	0	0	0	0	0
p@v1d->p@-v1-dId	2	4	76	1	0	0	0	0	0
b$l->b$ld	4	4	75	1	0	0	0	0	0
Vpd1t->Vp-d1-tId	7	4	75	1	0	0	0	0	0
skwik->skwikt	36	4	117	1	0	0	0	0	0
bIl5->bI-l5d	3	4	78	1	0	0	0	0	0
fI_It->fI-_I-tId	6	4	74	1	0	0	0	0	0
p{d@l->p{-d@ld	16	4	95	1	0	0	0	0	0
SEl->SEld	509	4	902	1	0	0	0	0	0
sIft->sIf-tId	6	4	71	1	0	0	0	0	0
b{b@l->b{-b@ld	29	4	96	1	0	0	0	0	0
m{s{Z->m{-s{Zd	64	4	130	1	0	0	0	0	0
pInp4nt->pIn-p4n-tId	31	4	94	1	0	0	0	0	0
sVlk->sVlkt	9	4	79	1	0	0	0	0	0
b{sk->b{skt	4	4	69	1	0	0	0	0	0
bl{km1l->bl{k-m1ld	177	4	237	1	0	0	0	0	0
Int@lQk->In-t@-lQkt	4	4	71	1	0	0	0	0	0
uz->uzd	15	4	81	1	0	0	0	0	0
v2->v2d	7	4	68	1	0	0	0	0	0
rik{pJ3->ri-k{p-J3d	9	4	64	1	0	0	0	0	0
rIpr5J->rI-pr5Jt	70	4	140	1	0	0	0	0	0
brI_->brI_d	1034	4	1248	1	0	0	0	0	0
kQmplImEnt->kQm-plI-mEn-tId	59	4	115	1	0	0	0	0	0
drIb@l->drI-b@ld	12	4	76	1	0	0	0	0	0
gQb@l->gQ-b@ld	5	4	64	1	0	0	0	0	0
mEm@r2z->mE-m@-r2zd	7	4	63	1	0	0	0	0	0
r2p@n->r2-p@nd	5	4	63	1	0	0	0	0	0
f$st$l->f$-st$ld	9	4	62	1	0	0	0	0	0
l6n_->l6n_d	200	4	269	1	0	0	0	0	0
m2gr1t->m2-gr1-tId	7	4	62	1	0	0	0	0	0
p3sIvir->p3-sI-vird	9	4	60	1	0	0	0	0	0
fr1z->fr1zd	604	4	870	1	0	0	0	0	0
hE_->hE_d	183	4	389	1	0	0	0	0	0
fl{g->fl{gd	173	4	518	1	0	0	0	0	0
p6t->p6-tId	9	4	69	1	0	0	0	0	0
s{mp@l->s{m-p@ld	163	4	368	1	0	0	0	0	0
vir->vird	5	4	57	1	0	0	0	0	0
Ir{dIk1t->I-r{-dI-k1-tId	7	4	56	1	0	0	0	0	0
flIt->flI-tId	4	4	57	1	0	0	0	0	0
skw3t->skw3-tId	15	4	70	1	0	0	0	0	0
IksEl->Ik-sEld	6	4	55	1	0	0	0	0	0
g{g->g{gd	28	4	89	1	0	0	0	0	0
gVS->gVSt	14	4	66	1	0	0	0	0	0
pj$rIf2->pj$-rI-f2d	7	4	54	1	0	0	0	0	0
T$->T$d	30	4	80	1	0	0	0	0	0
tr{v@s->tr{-v@st	25	4	74	1	0	0	0	0	0
br{nJ->br{nJt	961	4	1731	1	0	0	0	0	0
rVst->rV-stId	70	4	120	1	0	0	0	0	0
skr{b@l->skr{-b@ld	3	4	55	1	0	0	0	0	0
S5ld3->S5l-d3d	1202	4	2341	1	0	0	0	0	0
tr{mp->tr{mpt	47	4	113	1	0	0	0	0	0
trVnd@l->trVn-d@ld	4	4	52	1	0	0	0	0	0
{prIhEnd->{-prI-hEn-dId	6	4	51	1	0	0	0	0	0
sk{mp3->sk{m-p3d	6	4	54	1	0	0	0	0	0
sInT@s2z->sIn-T@-s2zd	5	4	51	1	0	0	0	0	0
d{mp->d{mpt	482	4	534	1	0	0	0	0	0
lVl->lVld	38	4	86	1	0	0	0	0	0
str{d@l->str{-d@ld	3	4	50	1	0	0	0	0	0
tEr@r2z->tE-r@-r2zd	4	4	50	1	0	0	0	0	0
brIm->brImd	55	4	103	1	0	0	0	0	0
kVl->kVld	7	4	56	1	0	0	0	0	0
pr5lIf@r1t->pr5-lI-f@-r1-tId	4	4	49	1	0	0	0	0	0
{mbUS->{m-bUSt	58	4	112	1	0	0	0	0	0
bQmbQrd->bQm-bQr-dId	2	4	48	1	0	0	0	0	0
g{s->g{st	1269	4	1431	1	0	0	0	0	0
5v@rEstIm1t->5-v@-rEs-tI-m1-tId	5	4	48	1	0	0	0	0	0
dIspruv->dIs-pruvd	6	4	47	1	0	0	0	0	0
h$k->h$kt	68	4	156	1	0	0	0	0	0
_Qt->_Q-tId	12	4	54	1	0	0	0	0	0
tit3->ti-t3d	2	4	47	1	0	0	0	0	0
k@nstrIkt->k@n-strIk-tId	1	4	46	1	0	0	0	0	0
hid->hi-dId	32	4	73	1	0	0	0	0	0
6tstrIp->6t-strIpt	4	4	46	1	0	0	0	0	0
pEt->pE-tId	233	4	375	1	0	0	0	0	0
st1k->st1kt	235	4	326	1	0	0	0	0	0
EvId@ns->E-vI-d@nst	2704	4	2749	1	0	0	0	0	0
lVg->lVgd	4	4	47	1	0	0	0	0	0
@sw1_->@-sw1_d	5	4	44	1	0	0	0	0	0
bVt->bV-tId	115	4	187	1	0	0	0	0	0
g6_->g6_d	3	4	49	1	0	0	0	0	0
Vnskru->Vn-skrud	4	4	44	1	0	0	0	0	0
zIp->zIpt	31	4	76	1	0	0	0	0	0
br5J->br5Jt	4	4	43	1	0	0	0	0	0
Isp6z->I-sp6zd	4	4	43	1	0	0	0	0	0
m@nQp@l2z->m@-nQ-p@-l2zd	4	4	43	1	0	0	0	0	0
snIg3->snI-g3d	8	4	52	1	0	0	0	0	0
{mb@l->{m-b@ld	5	4	45	1	0	0	0	0	0
b1t->b1-tId	1	4	42	1	0	0	0	0	0
dIf2l->dI-f2ld	5	4	46	1	0	0	0	0	0
prQfIs2->prQ-fI-s2d	3	4	42	1	0	0	0	0	0
rIplEnIS->rI-plE-nISt	3	4	42	1	0	0	0	0	0
TVm->TVmd	403	4	521	1	0	0	0	0	0
jEl5->jE-l5d	1137	4	1199	1	0	0	0	0	0
IlEktrIf2->I-lEk-trI-f2d	2	4	41	1	0	0	0	0	0
Ikst3mIn1t->Ik-st3-mI-n1-tId	4	4	41	1	0	0	0	0	0
InJ->InJt	430	4	1120	1	0	0	0	0	0
m4s@n->m4-s@nd	3	4	41	1	0	0	0	0	0
rim{rI->ri-m{-rId	4	4	41	1	0	0	0	0	0
splVt3->splV-t3d	7	4	47	1	0	0	0	0	0
stQmp->stQmpt	6	4	45	1	0	0	0	0	0
vit5->vi-t5d	27	4	67	1	0	0	0	0	0
b{nd->b{n-dId	579	4	851	1	0	0	0	0	0
k{t@lQg->k{-t@-lQgd	185	4	269	1	0	0	0	0	0
_3nI->_3-nId	923	4	1079	1	0	0	0	0	0
mQrS@l->mQr-S@ld	55	4	107	1	0	0	0	0	0
S1m->S1md	421	4	459	1	0	0	0	0	0
k@nk3r->k@n-k3d	4	4	39	1	0	0	0	0	0
dIfl1t->dI-fl1-tId	2	4	39	1	0	0	0	0	0
g$_->g$_d	134	4	181	1	0	0	0	0	0
InstIg1t->In-stI-g1-tId	2	4	39	1	0	0	0	0	0
lig@l2z->li-g@-l2zd	4	4	39	1	0	0	0	0	0
s@lIdIf2->s@-lI-dI-f2d	2	4	39	1	0	0	0	0	0
bIfrEnd->bI-frEn-dId	4	4	38	1	0	0	0	0	0
dIsk@ntInju->dIs-k@n-tI-njud	4	4	38	1	0	0	0	0	0
l{nsk1p->l{n-sk1pt	513	4	614	1	0	0	0	0	0
pEst3->pE-st3d	2	4	38	1	0	0	0	0	0
r{ns{k->r{n-s{kt	2	4	38	1	0	0	0	0	0
snVg@l->snV-g@ld	2	4	38	1	0	0	0	0	0
TrQN->TrQNd	55	4	98	1	0	0	0	0	0
dIlit->dI-li-tId	3	4	37	1	0	0	0	0	0
d6s->d6st	2	4	37	1	0	0	0	0	0
IgzEmpt->Ig-zEmp-tId	55	4	90	1	0	0	0	0	0
p@sQnIf2->p@-sQ-nI-f2d	2	4	37	1	0	0	0	0	0
stIpjUl1t->stI-pjU-l1-tId	2	4	37	1	0	0	0	0	0
t$nt->t$n-tId	6	4	54	1	0	0	0	0	0
k{t@g@r2z->k{-t@-g@-r2zd	3	4	36	1	0	0	0	0	0
kQmplImEnt->kQm-plI-mEn-tId	116	4	208	1	0	0	0	0	0
dIsmEmb3->dIs-mEm-b3d	2	4	36	1	0	0	0	0	0
frVnt->frVn-tId	4588	4	4709	1	0	0	0	0	0
ImprEgn1t->Im-prEg-n1-tId	2	4	36	1	0	0	0	0	0
_Qrr->_Qrd	190	4	371	1	0	0	0	0	0
skVf->skVft	3	4	37	1	0	0	0	0	0
@b$t->@-b$-tId	3	4	35	1	0	0	0	0	0
6tlIv->6t-lIvd	3	4	35	1	0	0	0	0	0
p@tIS@n->p@-tI-S@nd	98	4	169	1	0	0	0	0	0
rI_uv@n1t->rI-_u-v@-n1-tId	2	4	35	1	0	0	0	0	0
rQkIt->rQ-kI-tId	143	4	279	1	0	0	0	0	0
rVpJ3->rVp-J3d	22	4	62	1	0	0	0	0	0
stip->stipt	326	4	395	1	0	0	0	0	0
Vnd@kVt->Vn-d@-kVt	4	4	36	0	1	0	0	0	0
b$k->b$kt	2	4	34	1	0	0	0	0	0
J2d->J2-dId	1	4	34	1	0	0	0	0	0
h{l5->h{-l5d	0	4	34	1	0	0	0	0	0
Im5bIl2z->I-m5-bI-l2zd	3	4	34	1	0	0	0	0	0
mIsInt3prIt->mIs-In-t3-prI-tId	2	4	34	1	0	0	0	0	0
r5p->r5pt	555	4	779	1	0	0	0	0	0
w2t@n->w2-t@nd	2	4	34	1	0	0	0	0	0
@bEt->@-bE-tId	1	4	33	1	0	0	0	0	0
@_3n->@-_3nd	3	4	33	1	0	0	0	0	0
div{lju->di-v{l-jud	2	4	33	1	0	0	0	0	0
p1st->p1-stId	88	4	125	1	0	0	0	0	0
ridIrEkt->ri-dI-rEk-tId	3	4	33	1	0	0	0	0	0
rEprIm{nd->rE-prI-m{n-dId	14	4	49	1	0	0	0	0	0
f{t->f{-tId	1518	4	1660	1	0	0	0	0	0
Ink@p{sIt1t->In-k@-p{-sI-t1-tId	2	4	32	1	0	0	0	0	0
